Laranjal,,,,,
Codigo,Expositor,Posicao,Unidade,Referencia,Quantidade
1118777,17,1,Metro Quadrado,,1
1127695,17,2,Metro Quadrado,,1
1061329,17,3,Metro Quadrado,,1
1052458,17,4,Metro Quadrado,,1
1072355,17,5,Peça,,1
1077593,17,6,Metro Quadrado,,1
1051361,17,7,Metro Quadrado,,1
1086889,17,8,Metro Quadrado,,1
1052304,17,9,Metro Quadrado,,1
1079264,17,10,Metro Quadrado,,1
1064474,17,11,Metro Quadrado,,1
1079216,17,12,Metro Quadrado,,1
1049471,17,13,Metro Quadrado,,1
1051203,17,14,Metro Quadrado,,1
1052490,17,15,Metro Quadrado,,1
1073644,17,16,Metro Quadrado,,1
1051256,17,17,Metro Quadrado,,1
0,17,18,Metro Quadrado,carvalho hd nat,1
1085143,17,19,Metro Quadrado,,1
1062119,17,20,Metro Quadrado,,1
1099062,17,21,Metro Quadrado,,1
1080326,17,22,Metro Quadrado,,1
1096037,17,23,Metro Quadrado,,1
1066967,17,24,Metro Quadrado,,1
1060086,17,25,Metro Quadrado,,1
1049211,17,26,Metro Quadrado,,1
1066605,17,27,Metro Quadrado,,1
1118068,17,28,Metro Quadrado,,1
1123228,17,29,Metro Quadrado,,1
1126153,17,30,Metro Quadrado,6062553,1
1052643,17,31,Metro Quadrado,,1
1059230,17,32,Metro Quadrado,,1
1126153,17,33,Metro Quadrado,,1
1129676,17,34,Metro Quadrado,6062554,1
